st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c38,c39,c40,c41,c42,c43,c45,c46,c47,c48,c49,c50,c51
TX,11/30/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,12/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,1/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,2/28/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,3/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,4/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,5/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,6/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,7/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,8/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,9/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,10/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,11/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,12/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,1/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,2/28/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,3/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,4/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,10/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,3/31/2002,5242,0,145,0,0,0,0,0,1,0,0,0,44523,1427,0,0,0,166,23,0,0,85,0,43859,37041,568,182,84,11934407,10310918,49914,24830,1726,4,2,3113,10,437,0,0,0,0,0
UT,4/30/2002,2755,0,0,25,0,0,2,0,0,0,0,26895,0,222,0,0,330,0,51,0,14,0,0,26006,316,209,14,51,6579754,70975,4398,14412,3751,44,33,2010,6,2755,25,2,0,0,0
UT,5/31/2002,2339,0,0,19,0,0,1,0,0,0,0,27369,0,137,0,0,214,0,82,0,11,0,0,26072,0,0,122,77,6705119,0,29371,21909,2174,7,10,1787,2,2339,19,1,0,0,0
UT,6/30/2002,2008,0,0,14,0,0,2,0,0,0,0,22286,0,70,0,0,135,0,80,0,10,0,0,21387,0,0,67,80,5698077,0,16093,22500,2138,13,6,1672,10,2008,14,2,0,0,0
UT,7/31/2002,2013,0,0,17,0,0,1,0,0,0,0,21973,0,96,0,0,135,0,1,0,19,0,0,21089,0,0,89,1,5757563,0,24588,158,1999,15,1,1406,8,2013,17,1,0,0,0
UT,8/31/2002,1790,0,0,11,0,0,1,0,0,0,0,20580,0,119,0,0,103,0,59,0,13,0,0,19685,0,0,110,52,5387994,0,32047,15375,2021,17,4,1298,8,1790,11,1,0,0,0
UT,9/30/2002,1728,0,0,13,0,0,14,0,0,0,0,20522,0,14,0,0,123,0,131,0,14,0,0,19667,0,0,14,117,5345375,0,28684,30237,1906,15,3,917,4,1728,13,14,0,0,0
UT,10/31/2002,1949,0,7,0,0,0,0,0,0,0,0,0,6942,270,0,0,0,129,0,0,0,123,0,6974,4657,215,116,12,1773103,1247691,12,2,222,12,0,1520,2,514,0,0,0,0,0
UT,11/30/2002,1577,0,0,24,0,0,2,0,0,0,0,16102,0,0,0,0,143,0,0,0,21,0,0,15324,0,156,135,21,4132022,0,31702,6395,1534,23,2,0,0,0,0,0,0,0,0
UT,12/31/2002,4985,0,0,77,0,0,8,0,0,0,0,50785,0,0,0,0,452,0,0,0,80,0,0,48459,0,503,430,73,13063160,0,104105,21683,4859,0,0,1322,1,0,0,0,0,0,0
UT,1/31/2003,1962,0,0,43,0,0,5,0,0,0,0,14626,0,0,0,0,218,0,0,0,33,0,0,13616,0,229,0,0,3643161,0,0,0,1880,41,5,27,0,0,0,0,0,0,0
UT,2/28/2003,1722,0,0,32,0,0,6,0,0,0,0,14772,0,0,0,0,215,0,0,0,50,0,0,14065,0,241,192,49,3713728,0,44445,14980,1644,39,6,25,0,0,0,0,0,0,0
UT,3/31/2003,1925,0,0,29,0,0,10,0,0,0,0,19677,0,0,0,0,250,0,0,0,71,0,0,18819,0,299,228,71,4946658,0,56859,21837,2156,36,8,50,0,0,0,0,0,0,0
UT,4/30/2003,2052,0,0,32,0,0,5,0,0,0,0,16845,0,0,0,0,198,0,0,0,81,0,0,16079,0,269,189,80,4230650,0,48658,25474,1864,26,7,68,0,0,0,0,0,0,0
UT,5/31/2003,1953,0,0,15,0,0,3,0,0,0,0,17661,0,0,0,0,170,0,0,0,63,0,0,16291,0,222,162,60,4309762,0,41733,18567,1652,20,2,323,0,0,0,0,0,0,0
UT,6/30/2003,1625,0,0,17,0,0,5,0,0,0,0,19783,0,0,0,0,161,0,0,0,60,0,0,18610,0,217,157,60,4970121,0,38674,19822,1757,16,6,115,0,0,0,0,0,0,0
UT,7/31/2003,1877,0,0,35,0,0,4,0,0,0,0,16196,0,0,0,0,162,0,0,0,48,0,0,15279,0,198,156,42,4059932,0,40337,12501,1612,25,4,347,1,0,0,0,0,0,0
UT,8/31/2003,1494,0,0,41,0,0,7,0,0,0,0,16142,0,0,0,0,212,0,0,0,41,0,0,15259,0,203,200,3,4036367,0,51931,1119,1458,43,2,47,0,0,0,0,0,0,0
UT,9/30/2003,1623,0,0,57,0,0,8,0,0,0,0,19319,0,0,0,0,383,0,0,0,71,0,0,18287,0,431,362,69,4857465,0,96402,19725,1684,53,11,46,0,0,0,0,0,0,0
UT,10/31/2003,1620,0,0,40,0,0,4,0,0,0,0,15271,0,0,0,0,318,0,0,0,81,0,0,14439,0,353,274,79,3787719,0,69143,22805,1472,44,6,107,0,0,0,0,0,0,0
UT,11/30/2003,1461,0,0,35,0,0,5,0,0,0,0,17712,0,0,0,0,314,0,0,0,80,0,0,16689,0,357,280,77,4336877,0,69315,23414,1634,41,5,397,2,0,0,0,0,0,0
UT,12/31/2003,1492,0,0,36,0,0,3,0,0,0,0,14963,0,0,0,0,269,0,0,0,54,0,0,14039,0,288,237,51,3669280,0,58811,16325,1431,31,3,63,1,0,0,0,0,0,0
UT,1/31/2004,54,0,0,2,0,0,2,0,0,0,0,10820,0,0,0,0,209,0,0,0,31,0,0,10119,0,147,119,28,2659188,0,48421,9815,159,2,8,15,0,0,0,0,0,0,0
UT,2/29/2004,14,0,0,0,0,0,0,0,0,0,0,5822,0,0,0,0,74,0,0,0,13,0,0,5374,0,77,65,12,1435583,0,15960,3959,13,0,0,11,0,0,0,0,0,0,0
UT,3/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,7/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,8/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,4/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,9/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,3/31/2002,3556,0,165,23,0,3,33,0,1,1,0,761,629,69,0,0,7,6,0,0,3,11,0,30,30,0,0,0,9805,9805,0,0,21,0,0,0,0,0,0,0,0,0,0
VA,4/30/2002,13239,0,1922,151,0,30,143,0,16,0,0,76103,3994,9313,0,0,823,89,128,0,849,81,96,8799,8590,239,107,96,2739995,2700481,32069,34202,14809,162,156,904,0,68,0,1,0,0,0
VA,5/31/2002,4783,0,543,24,0,6,48,0,9,19,0,65200,5715,8117,0,0,530,129,151,0,769,116,101,75642,70755,2228,679,906,21835977,21034971,183986,312943,5698,46,61,3697,4,111,0,0,0,0,0
VA,6/30/2002,4602,0,564,23,0,7,46,0,4,17,0,54384,5659,6910,0,0,355,164,97,0,757,99,87,54681,50188,1535,386,758,16428988,15674369,116115,264985,4939,28,51,6979,103,126,1,1,0,0,0
VA,7/31/2002,4796,0,608,33,0,7,40,0,6,21,0,49377,4605,6238,0,0,313,86,82,0,578,72,69,55953,51808,1360,355,622,16860260,16117316,107457,219086,5501,38,49,4126,53,187,0,2,0,0,0
VA,8/31/2002,4465,0,592,25,0,8,42,0,3,27,0,43068,4368,5350,0,0,257,86,66,0,462,54,55,47832,44178,1213,302,527,14430128,13770364,87198,185415,4765,31,43,3472,30,154,0,0,0,0,0
VA,9/30/2002,3942,0,532,33,0,9,46,0,3,33,0,45956,4343,5718,0,0,293,126,75,0,498,80,54,44164,40266,1093,312,469,13430730,12718312,86698,165235,4244,39,43,3415,39,279,2,1,0,0,0
VA,10/31/2002,4190,0,611,42,0,4,41,0,5,41,0,40909,3689,5224,0,0,328,92,68,0,492,77,38,51322,46784,1452,444,598,15667899,14843388,118262,212570,4928,49,52,3848,31,249,3,1,0,0,0
VA,11/30/2002,3748,0,537,37,0,4,42,0,6,41,0,37566,3398,4814,0,0,339,75,57,0,479,49,56,40374,36707,1162,371,499,12262695,11600362,108253,178677,4043,40,47,3019,28,313,1,1,0,0,0
VA,12/31/2002,4294,0,575,27,0,5,57,0,9,28,0,46065,3644,6012,0,0,357,88,58,0,558,54,100,50145,45889,1409,396,648,15204527,14442460,118709,231279,4746,33,63,3719,38,471,3,1,0,0,0
VA,1/31/2003,4517,0,780,27,0,5,48,0,9,19,0,39176,3110,5348,0,0,275,94,50,0,511,35,90,43162,39661,1224,319,590,13105774,12473200,98839,209535,4849,32,49,3110,10,480,0,1,0,0,0
VA,2/28/2003,4145,0,594,57,0,13,59,0,7,37,0,39506,3127,5286,0,0,293,116,70,0,541,44,75,43047,39408,1301,346,610,12859507,12204623,105566,221150,4603,60,68,3224,42,310,0,1,0,0,0
VA,3/31/2003,4725,0,682,31,0,10,69,0,11,34,0,48231,3653,6338,0,0,418,99,106,0,663,53,93,46042,42172,1471,461,611,13654669,12973594,142009,221079,4955,46,64,3294,40,311,1,2,0,0,0
VA,4/30/2003,4559,0,628,76,0,11,60,0,10,47,0,43930,3487,5805,0,0,446,112,107,0,709,63,87,55094,50257,1486,599,887,16240763,15367872,192150,649,5459,81,80,4317,43,198,5,0,0,0,0
VA,5/31/2003,4403,0,511,37,0,9,58,0,6,52,0,42040,3724,5288,0,0,514,77,109,0,722,68,85,46390,42309,1744,607,787,13524311,12814973,198832,277388,4557,50,62,3601,46,239,0,1,0,0,0
VA,6/30/2003,4322,1,449,29,0,6,51,0,7,43,0,48960,3993,6065,0,0,548,92,137,0,805,66,96,45353,41340,1669,566,777,13166034,12480648,179755,274899,4525,39,55,3723,62,248,2,1,0,0,0
VA,7/31/2003,4328,0,549,39,0,6,49,0,1,41,0,44092,3850,5427,0,0,416,102,87,0,648,60,92,54386,49539,1757,534,811,15564760,14706714,167041,286434,4846,36,53,4297,55,251,1,0,0,0,0
VA,8/31/2003,3658,1,525,33,0,7,61,0,6,31,0,42754,4035,5050,0,0,356,102,82,0,688,50,57,43092,39220,1398,388,687,11973190,11261779,114667,235509,4080,39,62,3537,61,201,0,1,0,0,0
VA,9/30/2003,3564,0,450,18,0,3,49,0,5,33,0,37872,3623,4730,0,0,290,99,73,0,637,45,45,44188,40058,1423,355,686,12083172,11346086,97680,224787,3966,22,56,3612,50,279,2,0,0,0,0
VA,10/31/2003,3987,0,540,21,0,4,54,0,6,58,0,34755,3554,4365,0,0,258,126,45,0,590,33,61,39746,36093,1298,295,673,10641485,10013955,77638,214575,4193,24,59,3042,38,298,3,2,0,0,0
VA,11/30/2003,3071,1,330,31,0,3,51,0,3,31,0,36670,3369,4194,0,0,239,98,42,0,616,28,66,35439,32231,1125,220,588,9298534,8760253,54661,185418,3260,31,47,2578,42,284,0,1,0,0,0
VA,12/31/2003,3965,0,451,36,0,3,47,0,7,31,0,37931,3289,4107,0,0,249,94,36,0,644,33,59,44994,40892,1416,298,771,11729191,11049417,78407,243574,4395,0,0,3415,50,539,1,0,0,0,0
VA,1/31/2004,397,1,239,1,0,1,10,0,3,20,0,26513,2905,3313,0,0,206,81,27,0,502,35,56,29224,26436,1030,234,540,7557209,7113961,58017,166636,991,8,13,2665,43,348,2,2,0,0,0
VA,2/29/2004,19,0,38,0,0,0,0,0,0,13,0,14934,1685,1951,0,0,117,43,13,0,314,22,53,15175,13042,533,113,311,3955485,3618539,26600,95553,71,0,0,2274,41,181,0,0,0,0,0
VA,3/31/2004,8,0,19,0,0,2,0,0,1,1,0,5726,33,869,0,0,41,37,8,0,100,6,31,6720,5323,225,60,130,1745004,1519605,13619,38596,27,1,1,1558,45,109,1,0,0,0,0
VA,4/30/2004,2,0,5,0,0,0,0,0,0,1,0,1225,173,221,0,0,3,5,7,0,11,2,7,1451,1211,32,9,12,389527,344762,1411,2675,7,1,0,105,1,17,0,0,0,0,0
VA,5/31/2004,0,0,2,0,0,0,0,0,0,0,0,611,76,108,0,0,0,0,0,0,0,0,0,668,617,2,2,0,187848,176788,442,0,2,0,0,70,0,0,0,0,0,0,0
VA,6/30/2004,0,0,1,0,0,0,0,0,0,0,0,280,64,49,0,0,0,0,0,0,0,0,0,420,339,0,0,0,112679,98100,0,0,2,0,0,47,0,1,0,0,0,0,0
VA,7/31/2004,1,0,1,0,0,0,0,0,0,0,0,100,39,23,0,0,0,0,0,0,0,0,0,168,126,4,1,3,51343,39179,368,1061,1,0,0,21,0,0,0,0,0,0,0
VA,8/31/2004,0,0,0,0,0,0,0,0,0,0,0,52,22,53,0,0,0,0,0,0,0,0,0,115,76,0,0,0,32694,23494,0,0,1,0,0,6,0,0,0,0,0,0,0
VA,9/30/2004,0,0,0,0,0,0,0,0,0,0,0,18,10,11,0,0,0,0,0,0,0,0,0,55,31,1,1,0,14827,9816,368,0,1,0,0,9,0,0,0,0,0,0,0
VA,10/31/2004,1,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,0,0,34,10,1,0,1,6912,3063,0,318,0,0,0,3,0,0,0,0,0,0,0
VA,11/30/2004,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,0,0,0,0,0,23,13,0,0,0,7481,4784,0,0,1,0,0,0,0,0,0,0,0,0,0
VA,12/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,3277,2158,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,1/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,984,636,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,2/28/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,2427,916,0,0,1,0,0,0,0,0,0,0,0,0,0
VA,3/31/2005,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,4/30/2005,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,4944,1834,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,5/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,6/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,492,222,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,7/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,8/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,9/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,10/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,11/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,12/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,5/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,6/30/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,7/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,8/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,9/30/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,12/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,4/30/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,1/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,2/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,3/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,4/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,5/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,6/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,7/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,8/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,9/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,10/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,12/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,1/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,2/28/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,3/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,4/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,5/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,6/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,7/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,8/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,9/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,10/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,11/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,12/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,1/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,2/29/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,3/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,4/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,5/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,6/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,7/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,3/31/2002,112,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0
VI,4/30/2002,206,0,0,0,0,0,0,0,0,206,15,702,0,0,0,0,0,0,0,0,0,0,0,702,702,0,0,0,177368,177368,0,0,0,0,0,0,0,206,0,0,0,0,0
VI,5/31/2002,131,0,0,0,0,0,0,0,0,131,16,1878,0,55,0,0,0,0,0,0,0,0,0,1878,1878,0,0,0,442495,442495,0,0,0,0,0,0,0,131,0,0,0,0,0
VI,6/30/2002,38,0,0,0,0,0,0,0,0,38,12,1120,0,130,0,0,0,0,0,0,0,0,0,1120,1120,0,0,0,271059,271059,0,0,0,0,0,0,0,38,0,0,0,0,0
VI,7/31/2002,79,0,23,0,0,0,0,0,0,71,23,943,0,134,0,0,0,0,0,0,0,0,0,1425,1409,76,0,0,242743,240587,0,0,150,150,0,0,0,0,0,0,0,0,0
