st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c38,c39,c40,c41,c42,c43,c45,c46,c47,c48,c49,c50,c51
GA,1/31/2004,7287,50,312,100,15,2,80,0,2,0,0,52831,0,2493,0,0,621,0,11,0,546,0,51,53902,53902,1629,1533,1249,11604557,11604557,178770,165996,407,4,3,5687,55,174,3,0,50,15,0
GA,2/29/2004,6898,20,295,76,3,2,91,2,3,0,0,26655,0,1324,0,0,210,0,9,0,337,0,36,26635,26635,710,665,590,5878634,5878634,56413,96916,73,1,0,4852,39,121,5,1,20,3,2
GA,3/31/2004,1571,6,62,12,7,0,16,0,1,0,0,9852,0,578,0,0,51,0,7,0,171,0,9,9084,9084,247,226,228,2070627,2070627,11845,43925,24,2,0,2676,49,98,0,1,6,7,0
GA,4/30/2004,1,4,0,0,3,0,0,0,0,0,0,1712,0,164,0,0,4,0,1,0,6,0,0,1374,1374,7,7,7,326982,326982,247,821,15,0,0,122,1,14,0,0,4,3,0
GA,5/31/2004,0,3,0,0,1,0,0,0,0,0,0,909,0,82,0,0,1,0,0,0,0,0,0,707,707,0,0,0,176470,176470,0,0,3,0,0,34,0,1,0,0,3,1,0
GA,6/30/2004,2,1,0,0,0,0,0,0,0,0,0,772,0,70,0,0,0,0,0,0,0,0,0,623,623,0,0,0,154964,154964,0,0,3,0,0,41,0,0,0,0,1,0,0
GA,7/31/2004,0,1,0,0,1,0,0,0,0,0,0,486,0,27,0,0,1,0,0,0,0,0,0,303,303,0,0,0,72601,72601,0,0,0,0,0,28,0,1,0,0,1,1,0
GA,8/31/2004,0,1,0,0,0,0,0,0,0,0,0,449,0,23,0,0,0,0,0,0,0,0,0,255,255,0,0,0,63213,63213,0,0,0,0,0,17,0,1,1,0,1,0,0
GA,9/30/2004,0,1,0,0,1,0,0,0,0,0,0,287,0,8,0,0,0,0,0,0,2,0,0,107,107,0,0,0,24474,24474,0,0,0,0,0,22,0,0,0,0,1,1,0
GA,10/31/2004,0,0,0,0,1,0,0,0,0,0,0,203,0,8,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
GA,11/30/2004,1,0,0,0,0,0,0,0,0,0,0,203,0,9,0,0,1,0,0,0,0,0,0,44,44,0,0,0,5726,5726,0,0,1,0,0,2,0,0,0,0,0,0,0
GA,12/31/2004,0,0,0,0,0,0,0,0,0,0,0,138,0,14,0,0,0,0,0,0,0,0,0,26,26,0,0,0,3834,3834,0,0,0,0,0,0,0,1,0,0,0,0,0
GA,1/31/2005,0,0,0,0,1,0,0,0,0,0,0,139,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GA,2/28/2005,0,0,1,0,1,0,0,0,0,0,0,68,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GA,3/31/2005,0,0,1,0,2,0,0,0,0,0,0,44,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GA,4/30/2005,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GA,5/31/2005,1,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GA,6/30/2005,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GA,7/31/2005,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GA,8/31/2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,9/30/2005,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,10/31/2005,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GA,11/30/2005,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GA,12/31/2005,0,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
GA,1/31/2006,0,0,0,0,43,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
GA,2/28/2006,0,0,0,0,342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0
GA,3/31/2006,0,0,0,0,135,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,135,0
GA,4/30/2006,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
GA,5/31/2006,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0
GA,6/30/2006,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
GA,7/31/2006,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,8/31/2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,9/30/2006,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GA,10/31/2006,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,11/30/2006,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,12/31/2006,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,1/31/2007,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,2/28/2007,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,3/31/2007,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,4/30/2002,3575,30,113,26,2,17,24,1,6,9,0,11047,859,368,0,0,143,31,55,0,144,10,20,4176,4070,230,100,71,1268255,1237007,33500,25338,1232,27,21,0,0,48,0,0,0,0,0
HI,5/31/2002,2137,21,258,11,0,25,9,0,16,1,0,22294,1360,2013,0,0,446,45,229,1,307,19,146,28869,27628,1955,931,554,8426038,8088216,263933,194746,4139,109,63,1,0,166,6,1,0,0,0
HI,6/30/2002,980,12,127,1,0,10,3,0,6,9,0,17471,1224,1604,0,0,316,23,159,0,232,18,88,18668,17608,1054,469,315,5432637,5178480,133734,109075,1096,19,21,1959,50,188,3,1,0,0,0
HI,7/31/2002,968,29,88,0,0,4,2,2,3,6,1,12811,1263,1208,0,0,148,23,82,0,132,17,90,15665,14612,697,271,249,4478012,4233975,69627,83833,1045,13,20,1212,20,198,1,0,0,0,0
HI,8/31/2002,889,39,74,3,0,2,1,0,2,14,0,10523,1276,1041,0,0,102,14,59,1,133,35,63,11523,10532,467,149,192,3284868,3064693,38797,65987,919,10,16,869,9,185,2,1,0,0,0
HI,9/30/2002,692,32,60,1,1,1,2,1,4,14,0,10523,1552,1074,0,0,87,45,59,0,157,25,60,11049,10017,505,146,214,3170140,2940135,35721,73727,750,15,18,723,17,176,1,0,0,0,0
HI,10/31/2002,509,44,53,1,2,1,1,0,0,10,0,7661,1166,834,0,0,105,16,51,2,139,17,40,8550,7868,449,160,181,2483431,2324865,44050,64046,550,15,9,621,10,146,2,0,0,0,0
HI,11/30/2002,476,27,42,2,2,1,1,1,0,17,0,6038,813,656,0,0,92,14,41,0,99,13,33,6523,6078,331,126,134,1909673,1807552,35054,45199,465,6,5,54,11,118,0,0,0,0,0
HI,12/31/2002,634,48,67,3,1,0,1,1,1,10,0,7855,852,939,0,0,132,14,75,0,127,12,33,8295,7820,462,201,152,2428142,2314630,56194,51292,662,15,15,512,13,148,0,1,0,0,0
HI,1/31/2003,648,43,69,1,2,1,1,0,1,3,0,6309,588,627,0,0,142,15,63,0,108,4,37,6766,6294,434,206,146,1964689,1860613,54873,52178,655,18,15,426,8,133,4,1,0,0,0
HI,2/28/2003,480,38,64,3,1,0,0,2,0,7,0,5590,727,567,0,0,120,24,61,0,106,8,50,6054,5612,430,185,151,1733256,1631333,52933,54887,537,18,18,387,7,91,3,1,0,0,0
HI,3/31/2003,484,26,56,5,0,1,7,0,2,9,0,6556,851,650,0,0,152,25,111,0,110,10,84,6781,6302,526,257,175,1961238,1844589,76054,64806,530,23,15,353,11,78,1,0,0,0,0
HI,4/30/2003,577,24,62,1,3,0,2,0,1,11,0,5847,808,626,0,0,125,22,128,0,154,13,88,6494,6065,599,261,245,1910785,1805590,77565,90457,596,13,25,400,7,94,1,0,0,0,0
HI,5/31/2003,551,37,54,3,2,2,5,0,2,10,0,6127,825,659,0,0,125,16,118,0,154,7,101,6466,6071,593,245,256,1911749,1808553,73084,93529,582,24,16,348,12,86,5,2,0,0,0
HI,6/30/2003,452,23,52,4,0,0,3,0,0,22,0,6972,928,759,0,0,128,8,89,0,169,2,99,7186,6774,465,215,250,2114582,2008039,65516,93420,541,12,15,419,17,100,1,1,0,0,0
HI,7/31/2003,672,36,62,1,2,1,2,0,1,32,0,5848,953,659,0,0,126,10,62,0,133,1,72,6556,6081,398,186,212,1953831,1832645,55478,78364,659,15,17,407,18,92,2,0,0,0,0
HI,8/31/2003,652,30,42,3,0,2,6,1,0,41,1,6138,896,682,0,0,113,13,187,0,129,0,55,6644,6218,344,171,173,2019767,1915291,50026,63563,662,16,17,320,14,79,0,1,0,0,0
HI,9/30/2003,520,32,44,2,0,0,1,0,0,42,0,7558,950,758,0,0,123,18,57,0,129,3,59,7989,7445,356,177,179,2446421,2307087,50931,64517,573,14,12,365,9,101,0,0,0,0,0
HI,10/31/2003,648,59,64,2,2,0,2,0,0,53,0,6368,1112,641,0,0,122,20,56,1,103,9,81,6962,6477,368,185,183,2138871,2015177,57009,66813,618,14,18,491,10,78,0,3,0,0,0
HI,11/30/2003,514,26,36,2,0,1,2,0,1,39,0,6034,927,573,0,0,107,20,60,0,105,12,68,6441,6054,325,160,165,1960704,1861463,47984,60803,542,11,12,390,14,85,0,3,0,0,0
HI,12/31/2003,527,32,51,2,1,1,2,0,2,43,0,7145,1038,617,0,0,113,14,55,0,131,10,79,7372,6921,356,157,199,2271812,2163760,51026,75392,554,11,17,407,8,106,5,3,0,0,0
HI,1/31/2004,99,21,22,0,0,0,0,0,0,43,0,5091,791,477,1,0,72,3,44,0,108,6,40,5631,5258,261,122,139,1726732,1635826,39264,53636,193,6,3,407,13,107,1,2,0,0,0
HI,2/29/2004,4,6,2,0,1,0,0,0,1,18,0,2927,470,307,0,0,45,0,26,0,51,0,23,3242,2991,143,72,71,967996,908627,23595,26429,17,0,1,315,8,49,0,1,0,0,0
HI,3/31/2004,4,4,1,0,0,0,0,0,0,5,0,1606,335,189,0,0,29,0,9,0,28,0,13,1787,1597,79,36,43,486644,447268,9958,16131,17,0,0,385,9,38,1,1,0,0,0
HI,4/30/2004,2,0,1,0,0,0,0,0,1,1,0,302,186,53,0,0,4,0,0,0,3,0,5,441,303,16,6,10,88543,57890,914,2834,2,0,1,34,2,13,0,0,0,0,0
HI,5/31/2004,1,1,0,0,0,0,0,0,0,0,0,98,129,20,0,0,0,0,0,0,0,0,0,132,127,0,0,0,24755,23773,0,203,2,0,0,13,0,2,0,0,0,0,0
HI,6/30/2004,0,0,0,0,0,0,0,0,0,1,0,75,77,8,0,0,0,0,0,0,0,0,0,81,80,8,0,0,14378,14299,0,0,0,0,0,2,0,0,0,0,0,0,0
HI,7/31/2004,0,0,0,0,0,0,0,0,0,1,0,42,45,2,0,0,0,0,0,0,0,0,0,42,42,0,0,0,7660,7660,0,0,0,0,0,1,0,0,0,0,0,0,0
HI,8/31/2004,0,1,0,0,0,0,0,0,0,0,0,41,22,3,0,0,0,0,0,0,0,0,0,38,38,0,0,0,6992,6992,0,0,0,0,0,3,0,0,0,0,0,0,0
HI,9/30/2004,0,1,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,10,10,0,0,0,3352,2421,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,10/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,7/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,4/30/2002,12265,39,498,51,0,1,61,0,0,0,0,51321,1649,1546,0,0,164,3,7,0,246,2,34,39870,37489,705,157,240,9304856,8896556,38296,68210,9736,39,57,111,0,20,0,0,2,0,0
IA,5/31/2002,4164,11,140,9,0,0,10,0,0,0,0,40753,2121,1323,0,0,106,6,0,0,181,4,20,50468,46983,743,161,280,11741680,11171237,39367,78603,4794,10,14,1917,0,106,0,0,0,0,0
IA,6/30/2002,2696,12,89,9,0,0,6,0,0,0,0,34342,1927,1276,0,0,74,0,0,0,181,11,14,34931,32474,394,71,195,8306116,7900232,17999,53399,2483,5,9,3447,19,150,0,0,0,0,0
IA,7/31/2002,3536,22,109,3,0,0,2,0,0,0,0,37874,1704,1252,0,0,64,0,0,0,123,2,6,35279,32739,322,68,123,8429541,8014653,16218,24848,3301,6,2,2420,17,202,0,0,0,0,0
IA,8/31/2002,2494,24,95,6,0,0,8,0,0,0,0,25585,1596,879,0,0,52,4,0,0,57,0,7,26492,24463,195,52,67,6370518,6041691,11008,18601,2318,7,6,2201,5,209,0,0,0,0,0
IA,9/30/2002,2692,25,92,4,0,0,5,0,0,0,0,27419,1617,968,0,0,37,0,0,0,57,0,5,23409,21388,142,32,53,5590166,5267165,5823,14509,2026,1,5,1589,5,187,0,0,0,0,0
IA,10/31/2002,2678,33,92,6,0,0,5,0,0,0,0,21202,1516,758,0,0,34,0,0,0,59,0,3,26289,23964,196,40,68,6243117,5871968,8976,19247,2444,6,7,1916,2,406,0,0,0,0,0
IA,11/30/2002,2608,25,114,6,0,0,5,0,0,0,0,20694,1379,716,0,0,51,7,0,0,57,8,0,20971,19011,160,47,60,4923869,4611559,11309,16861,2095,5,2,1532,5,416,0,0,0,0,0
IA,12/31/2002,3030,34,83,5,0,0,9,0,0,0,0,26585,1570,900,0,0,64,13,0,0,56,9,0,22487,20489,131,53,43,5321613,4990698,12342,11991,2556,5,8,1561,2,384,0,0,0,0,0
IA,1/31/2003,3306,28,161,5,0,0,11,0,0,0,0,19770,1266,725,0,0,46,7,0,0,54,13,2,24600,22694,177,59,69,5843731,5533773,13668,20115,2977,6,10,1656,2,183,0,0,0,0,0
IA,2/28/2003,2588,36,128,5,0,12,12,0,0,0,0,20912,1293,955,0,0,44,6,3,0,75,5,0,21332,19614,178,47,75,5052964,4773116,9974,21873,2428,7,5,1229,3,113,0,0,0,0,0
IA,3/31/2003,3527,40,138,10,1,12,18,0,18,0,0,27552,1485,1178,0,0,77,7,5,0,121,4,0,23156,21297,222,62,96,5443828,5136163,13734,27551,2613,7,15,1589,5,106,0,0,0,0,0
IA,4/30/2003,3290,40,131,6,1,0,13,0,0,0,0,24187,1400,1012,0,0,64,11,4,0,125,1,0,29522,27058,303,85,138,7001305,6596662,18359,40336,3636,9,16,1852,6,177,0,0,0,0,0
IA,5/31/2003,2819,26,95,2,0,0,15,0,1,0,0,24415,1248,958,0,0,44,8,1,0,149,0,0,25499,23280,261,45,150,6097630,5731044,10119,43811,2769,4,12,1578,7,215,0,0,0,0,0
IA,6/30/2003,3024,24,102,30,0,0,15,0,1,0,0,29377,1386,1019,0,0,45,12,0,0,168,0,8,25009,22984,239,38,140,6074377,5737349,9013,40671,2417,1,13,1631,6,176,0,0,0,0,0
IA,7/31/2003,2709,31,110,3,0,0,9,1,0,0,0,24702,1479,819,0,0,23,11,0,0,140,2,9,30582,28313,287,30,180,7476598,7102279,6647,52129,2417,4,12,2029,14,222,0,0,0,0,0
IA,8/31/2003,2251,28,106,1,0,0,13,0,0,0,0,23657,1356,887,0,0,23,7,0,0,109,8,8,24439,22508,208,24,117,5884033,5567366,5216,35272,2238,1,11,1528,8,221,0,0,0,0,0
IA,9/30/2003,2628,20,137,6,0,0,13,1,0,0,0,28088,1495,1202,0,0,35,10,0,0,143,19,1,23848,21740,204,21,117,5737556,5393408,5448,35404,2210,4,15,1606,5,234,0,0,0,0,0
IA,10/31/2003,2609,32,0,4,0,0,7,0,0,0,0,21822,1474,983,0,0,31,9,0,0,99,18,0,27753,25130,241,35,126,6695462,6272084,9776,38093,2514,4,7,1928,6,384,0,0,0,0,0
IA,11/30/2003,2548,26,0,7,0,0,12,0,0,0,0,21339,1343,914,0,0,47,8,0,0,94,7,0,21610,19473,189,43,94,5215634,4862214,11463,27428,2061,3,8,1453,10,497,0,0,0,0,0
IA,12/31/2003,2601,26,0,10,0,0,4,0,0,0,0,29510,1621,1061,0,0,68,8,0,0,109,10,0,30208,27517,270,78,107,7306166,6845386,21978,30882,3458,12,7,1996,6,427,0,0,0,0,0
IA,1/31/2004,36,15,0,0,0,0,1,0,0,0,0,15490,1339,628,0,0,51,8,0,0,71,13,1,16952,15352,174,52,71,4046489,3779024,14431,20393,256,2,0,1388,5,178,0,0,0,0,0
IA,2/29/2004,56,7,0,0,0,0,0,0,0,0,0,7952,811,298,0,0,32,4,0,0,32,12,4,8482,7530,98,34,36,2012110,1860930,8993,10675,48,0,0,1181,5,90,0,0,0,0,0
IA,3/31/2004,4,3,0,0,0,0,0,0,0,0,0,3204,387,107,0,0,19,2,0,0,5,2,1,3575,2980,35,18,7,836239,745084,4771,1862,22,0,0,882,4,68,0,0,0,0,0
IA,4/30/2004,0,1,0,0,0,0,0,0,0,0,0,376,72,9,0,0,3,0,0,0,0,2,0,429,332,8,5,0,102540,88462,1223,0,2,0,2,71,0,7,0,0,0,0,0
IA,5/31/2004,0,0,0,0,0,0,0,0,0,0,0,116,16,4,0,0,0,0,0,0,0,0,0,109,103,0,0,0,36813,35524,0,0,1,0,0,6,0,1,0,0,0,0,0
IA,6/30/2004,0,0,0,0,0,0,0,0,0,0,0,74,21,9,0,0,0,0,0,0,0,0,0,85,72,0,0,0,24389,22136,0,0,1,0,0,8,0,0,0,0,0,0,0
IA,7/31/2004,0,0,0,0,0,0,0,0,0,0,0,30,8,2,0,0,0,0,0,0,0,0,0,23,23,0,0,0,9414,9414,0,0,0,0,0,3,0,0,0,0,0,0,0
IA,8/31/2004,0,0,0,0,0,0,0,0,0,0,0,17,5,5,0,0,0,0,0,0,0,0,0,28,28,0,0,0,8817,8817,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,9/30/2004,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,0,9,9,0,0,0,3065,3065,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,3/31/2002,3855,0,135,87,0,10,6,0,0,249,1,6164,0,174,4,0,134,0,12,0,9,0,0,6123,5776,0,0,0,1401812,1342950,0,0,3384,0,0,0,0,3,0,0,0,0,0
ID,4/30/2002,2460,0,117,58,0,5,12,0,0,206,2,20900,794,927,2,0,427,16,47,1,54,0,0,21796,20315,0,0,0,4968764,4718806,0,0,2778,0,0,0,0,134,2,0,0,0,0
ID,5/31/2002,1598,0,81,20,0,1,3,0,1,182,0,18853,2176,903,1,0,270,27,25,1,75,1,0,19911,18431,443,198,55,4503554,4260855,50526,14769,1548,14,3,27,0,203,4,0,0,0,0
ID,6/30/2002,1171,0,52,5,0,0,6,0,0,153,2,17941,1953,957,1,0,145,14,10,1,76,8,6,18683,17345,412,153,84,4229288,4017815,37633,24718,1136,4,5,368,0,197,2,1,0,0,0
ID,7/31/2002,1284,0,67,6,0,1,3,0,0,152,0,19691,2654,1042,1,0,117,10,0,0,82,11,4,20367,18873,371,117,85,4679798,4440428,29570,22912,1429,6,2,1589,5,313,1,1,0,0,0
ID,8/31/2002,981,0,52,9,0,0,1,0,1,180,0,12750,2195,633,0,0,89,14,4,0,54,7,0,13323,12261,240,93,54,3102313,2934937,22412,14363,979,7,2,1156,3,301,2,1,0,0,0
ID,9/30/2002,866,0,62,10,0,0,2,0,1,142,0,12171,2309,617,3,0,103,19,4,0,32,10,6,10715,9646,162,87,29,2488245,2324901,21994,8081,895,11,3,1148,3,293,5,1,0,0,0
ID,10/31/2002,1119,0,65,17,0,0,1,0,1,73,0,9019,2365,483,3,0,103,17,0,0,14,10,11,11237,10032,225,116,32,2572838,2387146,31709,9372,1130,12,3,947,2,399,20,2,0,0,0
ID,11/30/2002,1144,0,80,24,0,6,2,0,0,30,0,9405,1682,450,0,0,215,7,8,0,10,8,8,9757,8758,371,215,18,2183089,2030034,60631,5346,1126,25,1,719,1,464,29,0,0,0,0
ID,12/31/2002,1256,0,83,29,0,1,1,0,0,41,0,12150,1606,615,0,0,245,15,21,0,11,6,9,12415,11310,445,264,19,2799592,2626403,71446,5255,1430,40,2,1037,2,305,11,0,0,0,0
ID,1/31/2003,1260,0,113,24,0,4,6,0,1,58,0,8810,848,608,1,0,108,8,6,6,23,2,2,9472,8703,270,119,25,2144842,2023984,32222,6968,1195,16,5,769,2,195,2,0,0,0,0
ID,2/28/2003,1321,0,95,33,0,6,5,0,1,64,0,9149,71,669,1,0,121,3,16,0,37,0,4,9759,8950,329,137,42,2157753,2036656,37567,12329,1352,35,6,742,0,137,0,0,0,0,0
ID,3/31/2003,1593,0,87,50,0,5,4,0,1,94,0,12563,994,751,0,0,271,1,43,0,61,10,14,10770,9890,487,245,64,2334189,2203290,64986,18818,1508,54,6,807,2,107,1,0,0,0,0
ID,4/30/2003,1949,0,87,72,0,12,11,0,1,126,0,11849,1717,650,2,0,312,11,49,0,72,17,12,14688,13395,851,423,93,3212234,3012620,111599,26516,2096,89,13,1065,5,143,4,0,0,0,0
ID,5/31/2003,1555,0,69,25,0,4,7,0,2,146,0,11740,1498,572,2,0,208,18,22,0,74,17,12,12269,11089,550,227,87,2684842,2503429,60749,24996,1521,25,8,932,4,189,1,0,0,0,0
ID,6/30/2003,1106,0,61,5,0,0,1,0,0,117,0,13066,1436,653,0,0,87,18,10,1,73,21,19,11267,10150,289,91,77,2505395,2338164,24613,22223,1218,7,2,905,5,238,1,1,0,0,0
ID,7/31/2003,1274,0,61,10,0,1,4,0,1,86,0,10025,1741,473,0,0,51,22,7,0,31,29,12,12591,11442,221,68,57,2832187,2647666,18838,16821,1301,10,2,994,6,199,3,0,0,0,0
ID,8/31/2003,957,0,50,10,0,0,2,0,0,133,0,9528,1345,439,0,0,62,17,8,0,28,19,4,9843,9002,172,74,32,2241877,2109477,19146,9648,1017,10,4,782,4,179,0,0,0,0,0
ID,9/30/2003,1286,0,57,5,0,1,6,0,0,140,0,11563,777,557,0,0,74,8,3,0,41,15,1,11737,10660,179,76,41,2720993,2557409,20109,12499,1349,4,7,857,1,247,2,0,0,0,0
ID,10/31/2003,1054,0,90,13,0,8,6,0,1,78,1,9922,1491,516,0,0,83,3,15,0,43,10,4,10530,9589,217,96,48,2487538,2343070,26005,14115,1028,14,5,772,1,347,19,0,0,0,0
ID,11/30/2003,1192,0,81,26,0,5,5,0,0,91,1,10533,1287,615,0,0,149,12,35,1,52,0,4,10966,10029,371,177,54,2539037,2395309,49366,15615,1212,22,6,748,2,382,28,0,0,0,0
ID,12/31/2003,1244,0,107,29,0,4,3,0,0,102,0,13429,1684,856,3,0,232,10,29,0,56,2,10,14064,12859,477,258,68,3205910,3013327,73388,20015,1562,38,4,1187,4,315,8,0,0,0,0
ID,1/31/2004,23,0,11,0,0,0,0,0,0,37,0,7539,1297,552,0,0,78,6,4,1,34,8,5,8052,7351,162,81,39,1854868,1748628,22370,11695,106,3,0,799,4,122,0,0,0,0,0
ID,2/29/2004,0,0,3,0,0,0,0,0,0,13,0,3501,821,218,0,0,22,2,0,0,11,8,5,3679,3254,40,22,16,848766,781772,6026,4818,6,0,0,681,5,94,2,0,0,0,0
ID,3/31/2004,1,0,1,0,0,0,0,0,0,3,0,1234,514,64,0,0,7,2,0,0,4,3,0,1276,1047,10,6,4,287485,253903,1565,1264,4,0,0,364,1,55,0,0,0,0,0
ID,4/30/2004,0,0,0,0,0,0,0,0,0,0,0,60,57,4,0,0,0,0,0,0,0,0,0,67,49,0,0,0,12991,10233,0,0,0,0,0,11,0,9,0,0,0,0,0
ID,5/31/2004,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1219,1106,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,6/30/2004,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,2698,2141,0,0,1,0,0,0,0,1,0,0,0,0,0
ID,7/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,0,0,0,0,0,0,0,1,0,0,0,0,0
ID,8/31/2004,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,764,440,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,9/30/2004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,193,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,10/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,442,371,0,0,0,0,0,0,0,1,0,0,0,0,0
ID,11/30/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,441,0,0,0,0,0,0,0,1,0,0,0,0,0
