st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99
KY,8/31/2009,11733,82,390,152,3,14,93,3,27,2752,629,165962,6075,4821,0,0,571,26,42,0,0,1641,26,347,41446,40203,774,194,580,12859215,12473439,310138,55825,213995,2583,9,25,1462,17,26,2032,99,32,2,0,0,121180,117545,1679,420,1259,37488631,36363972,744723,134051,513859,1462,17,26,4004,8,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,9/30/2009,12665,97,478,86,0,10,139,0,35,4461,0,163333,7228,4959,0,0,584,15,39,0,0,1459,26,336,42113,40850,646,162,484,13154202,12759576,257662,46380,177787,2318,6,15,1711,12,25,2204,31,23,5,0,0,127354,123534,1813,454,1359,39656257,38466570,800455,144082,552314,1711,12,25,4597,10,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,10/31/2009,13393,79,567,84,0,5,177,2,21,3598,1055,164896,6456,5213,0,0,456,12,25,0,0,1523,37,328,40310,39101,549,138,411,12612610,12234232,231968,41755,160058,1860,7,21,1280,6,15,2590,33,33,3,0,0,130889,126963,1825,457,1368,40844686,39619346,829230,149262,572169,1280,6,15,5173,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,11/30/2009,16575,125,783,126,0,12,260,0,69,5489,499,199528,7014,6579,0,0,581,11,38,0,0,1985,51,387,41552,40305,636,159,477,12927979,12540140,277368,49926,191384,1364,2,29,1976,8,8,2856,59,39,2,0,0,152361,147791,2196,549,1647,47645355,46215994,1008634,181554,695957,1976,8,8,6782,23,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,12/31/2009,44229,221,2229,309,0,42,622,1,177,3258,1268,259415,10458,9497,0,0,1055,24,96,0,0,2928,65,721,81049,78618,1670,418,1252,24725974,23984195,714742,128654,493172,3262,20,53,2160,17,24,5011,66,52,6,0,0,171687,166536,2789,698,2091,53585916,51978339,1262574,227263,871176,2160,17,24,7795,21,80,15222,14765,351,88,263,4566654,4429654,152226,27401,105036,7795,21,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,1/31/2010,23869,160,1465,136,1,21,291,2,117,6107,382,255958,9346,10057,0,0,1034,20,96,0,0,3116,72,729,118917,115349,2624,656,1968,36212965,35126576,1115267,200748,769534,3353,15,61,1796,9,18,3831,40,27,4,0,0,139341,135161,2257,564,1693,43543905,42237588,1029685,185343,710482,1796,9,18,7203,23,81,4581,4444,108,27,81,1413609,1371201,45455,8182,31364,7203,23,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,2/28/2010,17971,112,985,85,1,14,246,1,86,728,753,264083,9994,10736,0,0,875,24,103,0,0,3242,75,807,19227,18424,423,106,317,5881435,5717831,178443,30278,121361,476,443,33,2,9,15,2820,16,29,3,0,0,132579,128939,2140,395,1745,41358476,40603759,982762,125848,698381,1530,5,15,7852,19,96,116480,113698,2431,462,1969,35532598,34928848,1038346,156778,790383,7852,19,96,5397,41,88,205,202,5,2,3,60842,60612,2075,830,1245,5397,41,88,1,0,0
KY,3/31/2010,20328,145,1200,92,0,11,305,1,95,5063,589,330502,7062,13786,0,0,912,34,129,0,0,4228,93,1039,16553,16044,382,46,336,5000642,4901196,163097,14198,104123,5959,25,103,1447,2,33,2916,22,43,6,0,0,143823,139398,2452,360,2092,44531735,43646144,1137273,118321,838369,1447,2,33,10413,31,128,122800,118903,2207,305,1902,37737896,36915715,957372,101834,764788,10413,31,128,11517,41,192,48745,48378,1084,272,812,14494165,14411031,465372,98172,326366,11517,41,192,3448,26,54
KY,4/30/2010,22912,122,1221,89,0,17,371,0,85,3032,1424,248595,6241,10738,0,0,608,42,108,0,0,3264,75,821,9854,9430,234,51,183,2945404,2819693,93312,14364,69019,4861,27,70,766,7,13,2906,14,28,6,0,0,103122,99614,2004,263,1741,31833418,31137464,912214,86526,696723,766,7,13,7177,11,89,92094,88961,1525,195,1330,28481081,27840118,663846,64525,535437,7177,11,89,4709,12,77,54119,53097,1162,219,943,16430058,16205295,508137,76300,378864,4709,12,77,9733,45,169
KY,5/31/2010,17158,98,1197,99,1,10,332,1,82,847,859,212913,5778,9514,0,0,519,49,77,0,0,2796,66,666,8185,8004,175,35,140,2406389,2353128,68200,9548,51150,4795,26,82,561,5,11,2648,37,38,1,0,0,91685,88539,1902,250,1652,28197932,27573823,863605,77495,660948,561,5,11,5756,18,78,87138,84149,1354,194,1160,26871773,26275335,590410,60917,469461,5756,18,78,5410,10,76,31343,30223,578,108,470,9536808,9300448,255106,38050,184499,5410,10,76,3967,15,67
KY,6/30/2010,14759,72,930,110,0,19,190,2,74,696,0,233698,5717,10806,0,0,599,47,90,0,0,3126,71,747,8332,8049,189,28,16,2424759,2342317,76491,7478,53552,6908,20,82,597,0,8,2052,27,22,2,0,0,97254,93956,2233,334,1899,29872656,29217251,1085584,106129,760021,597,0,8,7503,13,144,92579,89555,1498,234,1264,28378613,27776803,678989,73116,509056,7503,13,144,7768,19,97,37264,36048,554,87,467,11473693,11219221,243623,29217,184826,7768,19,97,4141,8,48
KY,7/31/2010,17925,369,1056,125,2,26,223,1,65,1288,212,160552,3789,7744,0,0,519,45,75,0,0,2134,64,473,5923,5644,160,46,114,1767516,1684316,61003,11846,42355,0,0,0,436,2,4,2668,48,26,4,0,0,67367,65205,1457,248,1209,20771968,20337379,630470,81142,482077,0,0,0,5248,19,89,60516,58481,1032,171,861,18615101,18211849,470674,49199,347102,0,0,0,5260,9,62,26196,25432,444,92,352,8036012,7886024,193040,30597,141473,0,0,0,2779,6,29
KY,8/31/2010,20077,373,1140,249,5,30,280,3,98,879,758,251815,6446,11497,0,0,803,48,96,0,0,3261,65,806,8491,8321,241,31,210,2505694,2455580,80714,8720,61662,5668,28,98,5889,12,116,4191,121,64,8,0,0,99318,96142,1982,319,1663,30431908,29792438,858844,101485,663161,5889,12,116,4104,14,89,89106,86177,1794,289,1505,27390499,26799201,807100,84589,606804,4104,14,89,5761,11,62,59884,58386,857,170,687,18324817,18006891,369846,50791,278010,5761,11,62,5304,16,55
KY,9/30/2010,9773,284,618,74,4,11,151,2,54,1185,762,184757,4166,8830,0,0,624,56,60,0,0,2653,52,667,6316,6078,204,35,169,1845601,1799841,68626,8476,53412,4560,23,90,462,5,4,2849,27,32,1,0,0,77070,74167,1697,294,1403,23454383,22872856,721820,89159,561797,3666,18,57,4427,13,74,73117,70665,1586,232,1354,22354278,21854290,701319,75114,544362,4427,13,74,3893,15,82,42682,41240,675,117,558,12784417,12488922,291434,32437,223618,2858,7,44,4652,10,55
KY,10/31/2010,10284,319,629,111,5,9,188,2,55,1222,433,167399,4250,8195,0,0,537,42,70,0,0,2478,58,654,4955,4837,132,25,107,1458635,1434130,48379,7272,35917,4103,31,102,354,3,5,2710,42,42,0,0,0,73412,70634,1679,306,1373,22152760,21591363,723717,95169,548990,1435,4,18,4160,16,70,67117,64951,1398,228,1170,20468684,20031923,603404,75782,470598,4160,16,70,3526,13,52,36961,35675,714,90,624,10986435,10729186,311887,25528,248709,3526,13,52,3165,9,48
KY,11/30/2010,9996,294,813,92,10,8,155,1,43,2032,0,201811,4435,10125,0,0,657,48,86,0,0,3109,43,821,5039,4917,133,20,113,1470470,1445057,48598,5483,37674,2664,16,69,322,3,4,3289,43,40,3,0,0,80703,77633,2002,409,1593,24349010,23733163,853314,117267,634928,2872,12,49,4828,17,89,76679,74173,1695,244,1451,23253361,22742995,744854,80369,587257,1908,6,34,5288,21,106,46408,44779,951,125,826,13887401,13562463,410217,32641,332198,3770,13,69,3923,8,69
KY,12/31/2010,10891,359,772,114,9,23,142,2,50,1464,378,164604,4637,8426,0,0,618,57,86,0,0,2607,73,770,12281,1167,339,68,271,3635252,2726439,133143,18640,97194,3991,32,73,1608,9,26,3859,57,32,5,0,0,67853,65082,1599,338,1261,20469576,19915944,679888,95386,496946,3563,16,48,3102,16,42,64104,61883,1536,225,1311,19497580,19038563,672347,72187,526871,1443,8,32,2937,6,50,40840,39381,991,166,825,12119621,11830939,414219,49997,331218,3239,14,59,3829,11,70
KY,1/31/2011,15861,376,1178,106,18,21,241,3,62,1705,0,198587,4525,10311,0,0,802,60,92,0,0,3104,59,930,19930,19332,529,95,434,5883933,5707415,217303,29655,164538,4748,49,87,3987,16,85,4111,24,43,3,0,0,72400,69928,1734,350,1384,21812358,21296471,722356,98578,546957,4523,19,91,2752,14,39,69949,67662,1653,272,1381,21350602,20878105,726359,83384,557514,864,1,14,4008,13,68,39993,38728,895,148,747,11837950,11585620,388333,42020,298950,2339,4,46,3272,15,65
KY,2/28/2011,12720,241,902,119,16,32,221,1,55,1696,689,164148,4108,8715,0,0,690,57,84,0,0,2613,55,762,7325,6987,249,117,132,2122502,1929114,95275,30655,52944,3573,49,86,3404,11,73,3620,42,40,0,0,0,69605,67148,1767,297,1470,20919966,20423209,728885,90366,574997,3404,11,73,3550,14,66,60327,58225,1462,280,1182,18367355,17929846,639453,91088,475170,3550,14,66,3809,14,72,38385,37163,839,155,684,11292367,11056942,368504,46066,274090,3026,8,55,3545,10,20
KY,3/31/2011,10395,289,766,93,19,15,216,3,74,1384,0,169197,4689,8718,0,0,739,79,108,0,0,2729,57,749,6162,5738,220,41,179,1788255,1663077,89272,12401,63489,3483,42,67,3595,13,90,2702,16,41,2,0,0,76603,73508,2162,347,1815,22905336,22274804,905777,107731,716370,3595,13,90,4627,20,88,62194,59813,1439,311,1128,18748052,18264912,625968,99963,449723,4627,20,88,4023,18,73,45154,43699,939,238,701,13225687,12925253,415697,75235,282381,4023,18,73,3908,10,73
KY,4/30/2011,9251,257,752,115,9,10,200,4,57,1651,802,151992,4383,7608,0,0,727,75,95,0,0,2682,55,659,4925,4596,174,24,150,1408648,1333015,82065,11382,57485,3353,60,105,3006,16,73,2601,28,45,1,0,0,63433,60713,1986,307,1679,18849159,18300591,855387,99865,659479,3006,16,73,4051,14,90,55123,53180,1330,301,1029,16544661,16157524,561959,96214,404751,4051,14,90,3683,10,75,40718,39338,879,226,653,11814021,11548068,394512,66610,262426,3683,10,75,3251,12,57
KY,5/31/2011,10948,282,829,131,9,13,213,3,66,1376,774,178007,4345,8909,0,0,948,75,100,0,0,3179,61,770,5008,4693,194,41,153,1439440,1349016,89171,12770,63047,3512,49,77,473,4,10,2886,35,37,1,0,0,67607,64780,2336,418,1918,20136507,19538459,999871,132825,755569,473,4,10,4502,15,90,64855,62797,1600,333,1267,19414630,19001330,670516,102794,500029,4502,15,90,3579,17,57,46949,45257,944,276,668,13494596,13155178,413237,75552,267878,3579,17,57,4364,22,62
KY,6/30/2011,10273,285,742,120,11,8,188,3,61,1194,783,149527,4017,7383,0,0,955,78,85,0,0,2784,38,689,3824,3602,129,30,99,1087123,1024045,59319,9491,42116,1833,6,36,353,2,9,2893,52,38,1,0,0,61205,58577,2109,482,1627,18089129,17557481,868420,143203,632642,353,2,9,3793,21,126,59791,58026,1693,349,1344,17915191,17557094,697372,102490,533811,3793,21,126,3803,11,61,40874,39477,867,264,603,11792213,11512390,368828,74442,280814,3803,11,61,3378,15,45
KY,7/31/2011,10202,262,634,124,14,9,161,1,59,1589,630,144447,4163,7029,0,0,1056,72,93,0,0,2644,38,713,3150,3024,136,37,99,890140,854354,54387,10575,37918,4426,75,73,2934,26,76,2746,39,36,1,0,0,57009,54698,1892,506,1386,16744941,16273506,781326,151924,544726,2934,26,76,3118,23,87,53114,51556,1700,374,1326,15967401,15648427,700626,112471,530617,3118,23,87,3767,22,87,40705,39487,886,243,643,11754327,11519882,3024,59471,255432,3767,22,87,3364,14,42
KY,8/31/2011,10138,296,659,177,8,17,182,4,65,1242,866,175105,3999,8376,0,0,1389,56,123,0,0,3254,54,937,3522,3339,103,27,76,1007758,955864,32251,8512,32746,4445,60,90,245,10,4,2807,82,50,0,0,0,71196,68440,2465,729,1736,20905742,20344056,1010580,212276,685713,285,10,4,4023,37,85,59002,57193,1916,456,1460,17749705,17394260,795834,137170,583845,4023,37,85,4113,29,92,50177,48703,1265,318,947,14477271,14189323,512672,79527,380598,4113,29,92,4877,23,96
KY,9/30/2011,9482,268,585,119,9,20,171,1,48,1341,551,138667,3570,6322,0,0,1136,62,90,0,0,2529,53,748,2813,2656,58,16,42,819693,770511,27190,5320,18938,3082,248,116,209,3,3,2636,35,39,0,0,0,57760,55135,2048,650,1398,17018845,16493087,827933,192995,550507,209,3,3,3683,33,85,48552,47014,1508,367,1141,14513746,14217566,637108,112474,454932,3683,33,85,3030,19,85,41425,40001,1109,268,841,12081894,11804072,459214,71024,334813,3030,19,85,3577,15,75
KY,10/31/2011,8792,255,585,123,10,11,182,2,48,1809,0,156012,3381,6957,0,0,1317,67,132,0,0,2850,47,813,2737,2591,99,32,67,785863,743857,38086,7675,25516,3707,62,66,2168,28,38,2770,67,56,1,0,0,60363,57684,2289,724,1565,17746727,17209441,927481,215036,615212,2168,28,38,3630,38,93,53464,51872,1568,433,1135,15918908,15605454,645585,124318,450204,3630,38,93,3201,20,86,43598,42045,1220,347,873,12725337,12425167,494179,94927,345087,3201,20,86,3686,17,92
KY,11/30/2011,9014,250,595,120,15,15,163,1,59,1656,475,136583,3444,6088,0,0,1262,77,112,0,0,2572,53,698,2452,2317,114,33,81,727466,687382,42602,8410,28511,3215,54,82,2644,20,64,3292,62,39,0,0,0,55910,53304,2129,637,1492,16494000,15980425,862883,184316,586694,2644,20,64,3401,45,79,52303,50588,1584,418,1166,15532511,15196828,655885,121145,465531,3401,45,79,2983,27,63,39554,38052,1088,341,747,11469611,11190415,442179,92044,295311,2983,27,63,3561,27,78
KY,12/31/2011,9046,288,640,148,9,12,132,2,51,1972,0,131784,3000,5971,0,0,1237,66,111,0,0,2560,49,711,2418,2285,153,46,107,699889,661392,49989,10015,33842,3241,49,93,3066,33,59,3773,73,42,0,0,0,54795,52307,1888,543,1345,16044687,15563817,752635,147739,525457,3066,33,59,3165,39,93,48731,47115,1757,487,1270,144755451,14158874,718867,146941,508790,3165,39,93,3399,23,65,37833,36462,1067,348,719,10849776,10596455,429727,96243,286689,3399,23,65,2844,20,53
KY,1/31/2012,10881,270,666,143,9,17,212,5,56,1473,674,158923,3457,7251,0,0,1609,82,155,0,0,3172,60,870,2759,2649,160,46,114,796654,764898,57547,11639,39799,4399,73,98,3101,28,80,3993,43,77,0,0,0,64147,61590,2222,653,1569,18839105,18339506,894879,180998,618900,3101,28,80,3506,43,84,54416,52871,2183,608,1575,16139952,15840423,885884,176963,634855,3506,43,84,3461,30,91,44637,43106,1224,430,794,12696009,12407949,498849,118404,320938,3461,30,91,4134,27,79
KY,2/29/2012,6476,224,436,148,5,9,166,1,21,731,361,133964,3169,6026,0,0,1331,73,150,0,0,2712,72,745,2670,2523,135,41,94,780590,737876,50585,10229,40356,3194,50,154,2572,33,55,2481,26,46,0,0,0,56660,54243,1971,570,1401,16720269,16245708,796729,158853,547601,2572,33,55,3279,25,72,46084,44731,2871,504,1329,13770269,13504042,743820,140829,534882,3279,25,72,2871,23,70,38194,36776,1233,418,815,10800150,10545070,508359,114650,326091,2871,23,70,3310,29,56
KY,3/31/2012,6271,222,444,95,14,12,108,1,26,882,0,129314,3195,5804,0,0,1543,61,171,0,0,2701,79,704,2612,2586,111,38,73,763140,755509,46665,12041,29348,2883,63,88,2676,20,76,2308,34,34,1,0,0,53690,51278,2062,665,1397,15823826,15357684,845568,210912,548286,2676,20,76,3335,31,85,45691,44370,1860,582,1278,13655343,1339991,755618,178937,515072,3335,31,85,2890,38,84,36907,35505,1364,547,817,10365815,10112100,567001,169623,329590,2890,38,84,3082,25,72
KY,4/30/2012,6504,201,453,93,48,10,157,2,69,567,0,143363,2883,6320,0,0,1838,56,207,0,0,3197,90,802,2374,2303,90,29,61,688400,667748,38020,12166,25854,3476,67,99,2594,18,79,2192,33,37,1,0,0,54918,52571,2231,727,1504,16158770,15717898,904393,237343,594814,2594,18,79,3224,19,80,49115,47716,1974,659,964,14632096,14360187,818445,212242,530451,3224,19,80,2934,30,73,40838,39380,1674,666,1008,11530459,11255193,685887,214532,403569,2934,30,73,1747,19,44
KY,5/31/2012,5459,189,460,118,14,10,131,5,58,543,358,127985,2988,5669,0,0,1638,69,166,0,0,2968,77,773,2192,2104,89,27,62,634756,609366,37093,11498,25595,2823,37,95,2504,25,73,2060,58,39,0,0,0,50449,48239,2220,661,1559,14877302,14467142,900772,213851,620485,2504,25,73,3012,29,75,45570,44037,1942,604,1338,13645331,13351771,802607,198206,534436,3012,29,75,2693,13,73,43175,41581,1722,660,1062,12472891,12153758,693203,210210,421672,2693,13,73,1178,17,22
KY,6/30/2012,5970,193,454,146,10,24,131,0,35,568,0,124740,2589,5757,0,0,1754,56,181,0,0,2872,77,790,1817,1732,88,31,57,521639,503295,33361,9054,19842,2910,48,83,2571,23,59,2035,84,36,0,0,0,45501,43770,2121,703,1418,13461895,13136030,849591,225617,568276,2571,23,59,2792,28,88,40465,39171,1734,572,1162,12107771,11860001,730024,186222,467336,2792,28,88,2910,38,75,44438,43071,1775,690,1085,12987866,12708866,710388,214380,435507,2910,38,75,2000,34,53
KY,7/31/2012,5949,199,512,106,10,15,127,1,46,850,0,142886,2868,6729,0,0,2118,45,235,0,0,3305,79,885,1979,1880,128,61,67,573630,544949,47970,15350,29173,3092,49,53,2651,126,79,2505,60,30,0,0,0,53066,51264,2686,1058,1628,15773093,15420594,1066193,345766,648417,2651,126,79,3013,63,88,45674,44276,1938,1376,562,13693168,13415655,803351,180087,550145,3013,63,88,3141,59,94,48539,46972,1820,676,1144,14197811,13881054,723722,205584,456333,3141,59,94,4330,78,95
KY,8/31/2012,5796,183,426,134,3,17,129,2,24,3417,177,107127,2704,5156,92,7,1578,37,218,73,10,2475,60,685,1967,1895,77,33,44,583252,561856,29337,10370,17103,3147,33,74,2091,21,40,2219,83,46,1,0,0,46560,44852,2409,1071,1436,13797457,13973462,992205,350722,572594,2091,21,40,2638,39,77,39160,37715,1592,409,1183,11639610,11362706,654310,122305,473559,2638,39,77,2484,34,59,28149,26967,983,346,647,8062032,7836341,391613,103687,252201,2484,34,59,3051,44,71
KY,9/30/2012,4650,141,342,83,5,14,110,5,29,2728,142,95026,2205,3416,57,6,1386,25,225,67,12,2228,44,619,1967,1895,77,33,44,583252,561856,29337,10370,17103,2738,34,68,2078,47,52,1760,48,46,1,0,0,46560,44852,2409,1071,1436,13797457,13473426,992205,350722,572544,2078,47,52,2702,38,77,38150,36707,1544,400,1144,11321250,11035974,619379,116862,456173,2702,38,77,2249,25,70,18076,17204,599,184,415,5104705,4942468,239606,58844,160865,2249,25,70,1658,17,33
KY,10/31/2012,5578,189,408,102,2,13,150,0,56,2589,135,111001,2641,5180,51,4,1676,29,282,67,18,2662,46,741,2122,2066,98,42,56,628281,611736,36160,13010,20913,3662,37,114,2010,31,69,2098,50,54,0,0,0,49869,47873,2702,1159,1543,14926603,14533520,1069158,384693,618338,2010,31,69,2969,114,106,47705,45975,2077,649,1428,14177632,13836770,839786,206075,575796,2969,114,106,2624,18,88,17412,16593,554,160,394,4880545,4739121,222468,47210,155154,2624,18,88,850,10,27
KY,11/30/2012,5126,168,424,109,8,10,121,1,41,2151,123,91301,2576,4225,49,3,1368,29,217,45,9,2297,49,611,3018,2987,108,36,72,608564,584221,40694,10714,27606,2788,32,88,1887,28,67,2087,54,33,0,0,0,41605,39774,2088,688,1400,12549892,12191500,818948,215614,555561,1887,1806,81,2317,58,50,40386,38800,1981,796,1185,12101604,11803555,793117,262992,973959,2317,58,50,3444,51,98,13334,12730,439,131,308,3722927,3622630,179714,41110,121526,3444,51,98,784,10,20
KY,12/31/2012,5240,174,459,144,5,23,106,3,31,1549,87,99046,2248,4441,44,4,1423,45,203,28,5,2487,53,633,2152,2066,82,22,60,644545,618763,30732,6487,22182,3033,33,70,2090,26,57,2411,86,32,0,0,0,48086,46101,2214,602,1612,14459621,14075011,892861,188670,645186,2090,26,57,3280,43,92,40221,38585,1968,833,1135,11959234,11662311,789159,275532,456120,3280,43,92,105,11,8,12379,11852,395,123,272,3455158,3367816,154418,34222,108030,105,11,8,1258,5,27
KY,1/31/2013,7032,191,484,83,1,6,157,0,43,2691,133,87123,2027,3886,38,2,1056,50,146,54,12,2082,48,538,1757,1679,106,37,69,527223,503888,38762,16854,26357,3426,116,111,2139,21,54,2573,55,42,0,0,0,50208,48306,2074,566,1508,15196999,15823059,826011,172748,598745,2319,21,54,2666,45,88,41240,39342,1734,667,1067,12182750,11845882,482462,212000,425410,2666,45,88,813,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,2/28/2013,4513,151,353,52,1,17,107,3,27,2499,138,82546,2245,3705,30,7,706,56,122,54,10,1922,69,504,1687,1653,65,13,52,487575,477824,24343,5074,17654,2957,19,90,1907,21,60,1711,24,28,0,0,0,49957,47989,1907,441,1466,15065273,14684498,770467,139574,580780,1907,21,60,2192,24,80,36361,34730,1414,434,2380,10690294,10395582,572370,139964,392385,2192,24,80,475,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,3/31/2013,4705,133,314,67,5,12,131,1,38,2484,119,82354,2170,3508,31,5,558,54,112,64,14,1959,72,497,13670,13124,65,15,50,485703,466303,24343,4441,18350,2775,23,96,2011,15,47,1703,11,37,0,0,0,49957,47989,1907,441,1466,15065273,14684498,770467,140574,580780,2001,15,47,3041,21,80,36361,34730,1414,434,2380,10690294,10395582,572370,139964,392385,3041,21,80,434,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,4/30/2013,5224,144,444,46,2,4,160,2,45,2808,174,98188,2096,4056,27,2,621,33,134,74,18,2429,58,532,1855,1780,62,12,50,503022,482749,21845,3459,17037,3424,26,125,1256,14,57,1808,22,30,0,0,0,54662,52459,2206,422,1784,15388718,15014458,840350,133616,655407,1256,14,57,3545,27,95,46171,44579,1563,333,1230,12648725,12390223,599463,102560,455408,3545,27,95,453,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,5/31/2013,5443,132,373,71,8,11,192,1,51,2968,149,82759,2281,3738,41,4,504,61,100,94,20,2166,62,619,1537,1470,49,9,40,407229,389411,18655,2639,14480,2703,42,127,1825,11,48,1805,25,40,1,0,0,43858,41939,1815,331,1484,11804932,11497794,659011,93717,523827,1825,11,48,747,9,18,42903,41487,1609,292,1317,11313003,11098041,600871,87154,468567,747,9,18,401,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,6/30/2013,5157,122,348,69,2,9,161,5,45,1650,90,78791,2658,3553,33,3,507,97,81,46,10,2133,60,597,1435,1377,39,7,32,387300,371808,14385,2013,11364,2589,20,87,1821,74,66,1881,32,35,0,0,0,41123,39589,1836,333,1503,11034819,10787415,667197,95848,533298,1821,14,66,1299,6,34,39944,38604,1530,270,1260,10573219,10350292,565467,77732,945687,1299,6,34,389,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,7/31/2013,5377,149,379,56,4,11,124,3,44,2019,52,91191,3024,4299,30,17,646,105,101,44,16,2512,73,661,1664,1580,28,5,23,453606,430310,10308,2165,8143,3614,85,144,2228,20,73,1954,34,32,1,0,0,49893,48150,2112,400,1712,13409951,13135137,765245,115314,607260,2228,20,73,3240,28,99,43619,42093,1791,359,1432,11480242,11227747,172038,103069,505763,3240,28,99,451,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,8/31/2013,4559,149,299,101,5,10,151,2,44,2451,63,75146,2811,3500,68,7,554,104,95,72,5,2143,81,592,1478,1418,27,8,19,387874,372498,7346,1836,5510,2766,18,93,1106,4,36,1629,67,39,0,0,0,41379,38842,1947,335,1612,11036196,10783511,695243,90367,568570,1106,4,36,2629,23,88,36922,35643,1430,324,1106,9670308,9463381,520982,165463,394790,2629,23,88,347,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,9/30/2013,4583,103,364,72,3,19,126,0,41,2783,45,83604,2285,3789,54,2,691,98,106,70,0,2433,50,724,1445,1401,61,22,39,392049,375843,20179,7063,13116,2885,23,105,109,0,0,1599,47,34,0,0,0,44025,42006,2147,368,1779,11729335,11147542,771173,98438,633983,109,0,0,2772,24,112,39999,38618,1646,388,1258,10429497,10216031,585727,100605,449608,2772,24,112,371,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,10/31/2013,5072,157,362,488,9,37,201,1,50,1886,39,69771,2763,3296,289,5,606,122,113,82,2,2244,38,637,1250,1174,56,23,33,331665,315178,19192,8061,11131,2649,29,99,1579,78,11,2289,656,126,0,0,0,39160,37594,2083,341,1742,10404933,10158179,744338,90243,623462,1579,11,63,2544,26,102,35563,34258,1596,415,1181,9254594,9050392,572321,103662,422653,2544,26,102,340,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,11/30/2013,4069,123,356,62,2,8,127,0,38,1174,359,65980,2274,3047,278,103,501,83,85,196,122,2100,34,561,1073,1018,48,20,28,289952,277558,15622,7124,8498,2258,21,78,1518,10,78,1669,27,40,0,0,0,36180,34743,1835,314,1521,9632191,9403287,654713,86490,541512,1518,10,78,2353,18,97,32620,31397,1400,271,1129,8557618,8364326,509638,70899,403935,2353,18,97,294,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,12/31/2013,5841,140,432,99,2,8,136,0,54,1462,76,79131,2637,3643,24,13,605,77,102,30,11,2493,52,647,1192,1150,42,16,26,325250,316593,12917,6280,6637,2918,28,98,2250,14,85,2404,39,32,0,0,0,43610,41890,2247,415,1832,12452953,12136865,866537,128162,701800,2250,14,85,2805,27,126,38221,36801,1615,309,1306,10814473,10561971,631862,90888,503887,2805,27,126,339,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,1/31/2014,451,41,43,6,0,2,19,0,3,325,10,12281,765,619,2,2,97,15,25,5,1,373,15,97,283,269,15,6,9,80729,77844,4809,2250,2559,2655,38,82,17,0,0,103,2,2,0,0,0,7458,7171,360,73,287,2177383,2125395,142673,20993,114225,17,0,0,250,1,13,7314,6937,295,56,239,2089293,2023514,117729,16389,96172,250,1,13,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,2/28/2014,61,5,19,0,0,0,2,0,1,50,15,19,132,0,25,8,0,0,0,18,6,0,2,0,32,32,0,0,0,7337,7337,0,0,0,2411,26,72,7,0,0,2,0,0,0,0,0,260,253,9,7,2,69030,67500,2732,2113,619,7,0,0,6,0,1,334,324,18,0,18,82752,80589,8031,0,6920,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
