st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99
PR,12/31/2012,2488,36,56,6,3,1,32,1,0,0,0,127130,3727,2812,0,0,721,43,23,0,0,1557,77,0,59926,58977,1144,178,966,7109291,7012490,151389,23085,128304,3128,7,3,4452,16,62,0,0,0,0,0,0,31409,31239,416,121,295,3708266,3692691,52943,13708,39235,2428,4,2,2645,13,29,27566,27422,493,276,217,3230677,3218059,58668,29807,28861,2125,20,1,2063,25,15,10381,10313,234,160,74,1201767,1195852,27234,17392,9842,1691,24,0,41,1,1
PR,1/31/2013,3105,44,86,12,0,2,31,1,0,0,0,101553,4602,2187,0,0,532,35,18,0,0,1159,72,0,40835,39852,698,134,564,4859109,4759442,92399,17419,74980,3263,14,2,3846,13,88,0,0,0,0,0,0,31526,31286,522,129,393,3746501,3724646,67320,15127,52193,4393,19,8,1788,13,16,22940,22746,393,197,196,2699676,2684009,47986,21984,26002,2068,13,2,1710,15,14,9325,9263,167,107,60,1076019,1071378,18882,10902,7980,1745,17,1,14,0,1
PR,2/28/2013,3156,29,83,9,0,1,35,0,0,0,0,106036,4036,2464,0,0,483,33,23,0,0,1212,77,4,40529,39735,510,122,388,4809246,4731043,67138,15626,51512,3702,11,3,2506,9,32,0,0,0,0,0,0,36728,36470,691,151,540,4353616,4329317,90635,18851,71784,2946,10,5,1455,6,16,22654,22482,377,162,215,2673817,2659054,46749,18154,28595,1645,8,1,1635,14,13,9835,9773,150,79,71,1146763,1141986,17839,8396,9443,1634,14,1,12,0,0
PR,3/31/2013,2812,49,66,10,1,0,31,2,0,0,0,105919,3833,2430,0,0,478,31,15,0,0,1161,89,3,41161,40423,501,156,345,4892727,4820149,65207,19368,45839,3234,9,3,2374,6,29,0,0,0,0,0,0,36560,36263,675,119,556,4327022,4300257,88993,15066,73927,2221,5,2,1691,2,16,20129,19988,291,121,170,2374940,2362381,36340,13730,22610,1307,4,1,1577,13,17,10753,10688,184,108,76,1265249,1260331,22091,11983,10108,1551,14,1,12,0,0
PR,4/30/2013,3800,30,77,12,0,1,38,0,0,0,0,120942,3094,2758,0,0,547,20,17,0,0,1225,67,0,54349,53454,716,201,515,6464183,6374202,94266,25750,68516,4310,17,4,3081,19,20,0,0,0,0,0,0,41481,41121,720,139,581,4909173,4874356,94782,17575,77207,2660,13,1,3506,16,57,27037,26879,347,126,221,3189006,3175443,44249,14856,29393,2979,14,2,1936,13,14,18812,18712,291,178,113,2225804,2217867,35205,20176,15029,1830,17,1,10,1,0
PR,5/31/2013,3328,73,45,10,0,0,30,1,1,0,0,123788,3727,2602,0,0,516,28,21,0,0,1193,81,0,46817,45993,617,169,448,5587587,5504720,81283,21771,59512,3860,13,3,2969,8,27,0,0,0,0,0,0,30863,30584,397,111,286,3643509,3617226,51744,13859,37885,2755,8,2,2254,9,32,26781,26656,414,99,315,3157146,3145929,53917,12098,41819,2594,8,4,1677,9,11,19755,19679,266,155,111,2343401,2336633,31219,16456,14763,1447,4,0,594,7,0
PR,6/30/2013,2794,31,34,11,0,0,18,0,0,0,0,142866,2756,2965,0,0,529,23,16,0,0,1244,64,6,45042,43956,491,144,347,4874329,4772382,58640,16880,41760,3200,8,1,2869,11,29,0,0,0,0,0,0,30939,30561,366,105,261,3290248,3257682,43098,11936,31162,2948,10,2,1757,3,17,26319,26101,415,98,317,2777631,2758607,48952,10935,38017,1985,5,1,2317,9,16,22092,21953,268,126,142,2326957,2315918,29869,12839,17030,2255,10,1,906,9,5
PR,7/31/2013,3834,45,54,12,0,0,27,2,0,0,0,123591,2729,2499,0,0,450,30,20,0,0,1059,60,4,54112,52685,556,164,392,5424825,5297126,61412,17763,43649,4015,13,2,2835,8,23,0,0,0,0,0,0,38253,37646,467,152,315,3750847,3698019,50809,16114,34695,3133,11,3,1588,7,12,26705,26413,407,80,327,2562478,2537325,43280,7633,35647,1792,8,1,2975,13,40,27840,27640,339,129,210,2681830,2665815,35583,12666,22917,2938,15,3,708,4,5
PR,8/31/2013,5444,21,78,8,1,0,46,1,1,0,0,127377,2651,2373,0,0,373,24,18,0,0,1056,56,5,54211,52274,480,125,355,5381632,5213270,52573,13218,39355,5953,11,4,2706,7,23,0,0,0,0,0,0,35722,35067,395,109,286,3497895,3441674,43239,11705,31534,2903,7,2,1682,10,8,18227,17935,264,77,187,1732713,1709206,28026,7776,20250,1792,10,1,2081,2,25,21834,21595,292,70,222,2082454,2062586,31052,6884,24168,2212,3,2,47,0,0
PR,9/30/2013,3781,34,45,9,0,0,35,0,2,0,0,130317,2302,2388,0,0,350,26,16,0,0,1123,45,9,68686,66388,706,143,563,6807845,6609435,77495,15340,62155,4339,9,4,2440,6,17,0,0,0,0,0,0,38811,38236,433,109,109,3815166,3763591,47318,11648,35670,2132,7,1,1902,4,16,19851,19641,248,95,153,1892435,1875732,25995,9470,16525,2699,6,2,1554,5,21,17823,17663,253,51,202,1679626,1666321,26814,4869,21945,775,5,1,103,0,0
PR,10/31/2013,3875,71,72,9,2,0,36,2,0,0,0,126839,2780,2425,0,0,317,25,12,0,0,1117,56,13,60267,57460,627,94,533,6680867,6395394,77589,12106,65483,5537,10,4,3343,8,22,0,0,0,0,0,0,34331,33686,385,103,282,3618668,3554659,44560,11820,32740,2834,8,2,2195,8,18,18525,18281,219,61,158,1951056,1928418,25047,6514,18533,2267,9,2,1854,8,12,17453,17229,237,67,170,1831652,1811762,27519,7390,20129,2054,11,1,1364,1,15
PR,11/30/2013,2887,22,45,31,1,0,29,0,0,0,0,121500,2929,2245,0,0,359,72,10,0,0,1069,55,17,53104,50279,689,152,537,5965865,5668982,86798,19255,67543,4088,28,3,3992,9,42,0,0,0,0,0,0,35533,34949,378,99,279,3837360,3778253,45013,11450,33563,4073,10,3,2175,8,24,18270,18034,206,53,153,1970104,1946727,24038,6049,17989,2210,5,1,1811,4,18,16125,15941,182,61,121,1718543,1700744,21498,6810,14688,1706,5,1,1209,4,10
PR,12/31/2013,2200,23,44,6,0,0,24,2,0,0,0,125739,2724,2342,0,0,406,90,6,0,0,1123,51,20,52844,50425,708,216,492,5929184,5678550,89171,26658,62513,3274,14,3,4104,2,41,0,0,0,0,0,0,45882,45196,489,92,397,4978758,4908863,58620,10999,47621,4188,5,4,1979,5,14,21528,21315,280,79,201,2366762,2345624,33904,9551,24353,2135,8,2,2356,9,21,20100,19917,206,51,155,2122472,2104487,24417,5843,18574,2315,6,1,1681,8,9
PR,1/31/2014,908,10,23,2,0,0,10,2,1,0,0,21202,948,368,0,0,50,37,2,0,0,198,14,1,9194,7867,114,36,78,1064261,926059,14811,4484,10327,1335,2,1,472,0,3,0,0,0,0,0,0,8062,7441,90,14,76,839145,776515,10639,1722,8917,679,0,0,334,0,1,3214,3111,43,10,33,345608,336003,5275,1216,4059,337,0,0,398,2,1,3305,3183,44,7,37,330803,319509,4637,670,3967,355,2,0,309,0,3
PR,2/28/2014,40,1,3,0,0,0,0,0,0,0,0,315,503,6,0,0,0,2,0,0,0,0,6,0,666,578,4,0,4,75969,67624,475,0,475,85,0,0,22,0,1,0,0,0,0,0,0,304,264,1,0,1,33148,29360,30,0,30,26,0,0,16,0,0,81,71,0,0,0,8599,7582,0,0,0,12,0,0,5,0,0,53,47,0,0,0,5107,4587,0,0,0,3,0,0,0,0,0
PR,3/31/2014,39,0,1,0,0,0,0,0,0,0,0,13,374,0,0,0,0,0,0,0,0,1,6,0,455,447,0,0,0,52406,51521,0,0,0,48,0,0,11,0,0,0,0,0,0,0,0,83,79,0,0,0,9252,8848,0,0,0,9,0,0,4,0,0,51,45,1,0,1,5155,4598,123,0,123,4,0,0,3,0,0,66,65,0,0,0,6369,6247,0,0,0,7,0,0,1,0,0
PR,4/30/2014,23,1,2,0,0,0,0,0,0,0,0,1,255,0,0,0,0,15,0,0,0,0,6,0,212,211,0,0,0,24992,24902,0,0,0,25,0,0,7,0,0,0,0,0,0,0,0,54,49,0,0,0,5794,5338,0,0,0,6,0,0,5,0,0,36,36,0,0,0,4096,4096,0,0,0,6,0,0,2,0,0,14,12,0,0,0,1229,1069,0,0,0,1,0,0,0,0,0
PR,5/31/2014,16,0,2,0,0,0,0,0,0,0,0,0,174,0,0,0,0,34,0,0,0,0,4,0,197,196,0,0,0,23857,23765,51,0,51,24,0,0,9,0,0,0,0,0,0,0,0,85,85,0,0,0,9101,9101,0,0,0,9,0,0,7,0,0,66,66,0,0,0,6284,6284,0,0,0,7,0,0,4,0,0,41,41,0,0,0,3896,3896,0,0,0,6,0,0,2,0,0
PR,6/30/2014,13,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,36,0,0,0,0,1,0,150,149,0,0,0,17409,17255,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,42,42,0,0,0,4291,4291,0,0,0,4,0,0,2,0,0,29,27,0,0,0,3331,3085,0,0,0,3,0,0,3,0,0,20,20,0,0,0,2252,2252,0,0,0,3,0,0,1,0,0
PR,7/31/2014,5,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,25,0,0,0,0,0,0,59,59,0,0,0,5664,5664,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,1362,1362,0,0,0,1,0,0,0,0,0,2,2,0,0,0,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,8/31/2014,1,0,0,0,0,0,0,0,0,0,0,0,3820,0,0,0,0,821,0,0,0,0,57,0,10,10,0,0,0,1008,1008,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14,14,0,0,0,1266,1266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0
PR,9/30/2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,3262,3262,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,297,297,0,0,0,0,0,0,0,0,0,3,3,0,0,0,333,333,0,0,0,0,0,0,1,0,0,13,13,0,0,0,1296,1296,0,0,0,1,0,0,1,0,0
PR,2/28/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,6/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,7/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,8/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,9/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,577,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,392,392,0,0,0,0,0,0,1,0,0,1,1,0,0,0,98,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,10/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,11/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,1/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,27,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,7/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,2/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,5/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,8/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,9/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,11/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,12/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,1/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,2/28/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,3/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,4/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,5/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,6/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,7/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,8/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,9/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,10/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,11/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,266,266,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,12/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,1/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,2/28/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,3/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,4/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,5/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,6/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,7/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,8/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,9/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,10/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,11/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,12/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,1/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,2/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,3/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
